"filename", "language", "Python", "comment", "blank", "total"
"/home/lars/Projects/music-downloader/src/music_kraken/database/new_database.py", "Python", 1, 1, 0, 2
"/home/lars/Projects/music-downloader/src/music_kraken/database/objects/__init__.py", "Python", 1, 0, 1, 2
"Total", "-", 2, 1, 1, 4
