"filename", "language", "Python", "SQLite", "comment", "blank", "total"
"/home/lars/Projects/music-downloader/src/__init__.py", "Python", 0, 0, 0, 1, 1
"/home/lars/Projects/music-downloader/src/database_structure.sql", "SQLite", 0, 60, 0, 7, 67
"/home/lars/Projects/music-downloader/src/music_kraken/__init__.py", "Python", 16, 0, 6, 1, 23
"/home/lars/Projects/music-downloader/src/music_kraken/audio_source/fetch_audio.py", "Python", -1, 0, 1, -2, -2
"/home/lars/Projects/music-downloader/src/music_kraken/audio_source/fetch_source.py", "Python", -1, 0, 0, 1, 0
"/home/lars/Projects/music-downloader/src/music_kraken/audio_source/sources/musify.py", "Python", 4, 0, -111, 0, -107
"/home/lars/Projects/music-downloader/src/music_kraken/audio_source/sources/source.py", "Python", 1, 0, 0, 2, 3
"/home/lars/Projects/music-downloader/src/music_kraken/audio_source/sources/youtube.py", "Python", -4, 0, -61, 2, -63
"/home/lars/Projects/music-downloader/src/music_kraken/database/database.py", "Python", 163, 0, 80, 41, 284
"/home/lars/Projects/music-downloader/src/music_kraken/database/song.py", "Python", 86, 0, 5, 34, 125
"/home/lars/Projects/music-downloader/src/music_kraken/database/temp_database.py", "Python", 11, 0, 0, 5, 16
"/home/lars/Projects/music-downloader/src/music_kraken/lyrics/lyrics.py", "Python", 1, 0, 0, 1, 2
"/home/lars/Projects/music-downloader/src/music_kraken/metadata/metadata_fetch.py", "Python", 1, 0, 0, 1, 2
"/home/lars/Projects/music-downloader/src/music_kraken/target/set_target.py", "Python", 1, 0, 0, 0, 1
"/home/lars/Projects/music-downloader/src/music_kraken/utils/database.py", "Python", -158, 0, -80, -40, -278
"/home/lars/Projects/music-downloader/src/music_kraken/utils/functions.py", "Python", 3, 0, 0, 1, 4
"/home/lars/Projects/music-downloader/src/music_kraken/utils/shared.py", "Python", -7, 0, 0, -3, -10
"/home/lars/Projects/music-downloader/src/music_kraken_cli.py", "Python", 94, 0, 9, 32, 135
"/home/lars/Projects/music-downloader/src/music_kraken_gtk.py", "Python", 3, 0, 0, 2, 5
"/home/lars/Projects/music-downloader/src/try-programming-interface.py", "Python", 3, 0, 3, 3, 9
"Total", "-", 216, 60, -148, 89, 217
