"filename", "language", "Python", "Database", "SQLite", "comment", "blank", "total"
"/home/lars/Projects/music-downloader/src/create_custom_objects.py", "Python", 80, 0, 0, 3, 18, 101
"/home/lars/Projects/music-downloader/src/goof.py", "Python", -116, 0, 0, -6, -29, -151
"/home/lars/Projects/music-downloader/src/metal_archives.py", "Python", 45, 0, 0, 6, 17, 68
"/home/lars/Projects/music-downloader/src/music_kraken/__init__.py", "Python", -55, 0, 0, -6, -15, -76
"/home/lars/Projects/music-downloader/src/music_kraken/audio_source/__init__.py", "Python", -10, 0, 0, 0, -5, -15
"/home/lars/Projects/music-downloader/src/music_kraken/audio_source/fetch_audio.py", "Python", -75, 0, 0, -12, -20, -107
"/home/lars/Projects/music-downloader/src/music_kraken/audio_source/fetch_source.py", "Python", -54, 0, 0, -1, -16, -71
"/home/lars/Projects/music-downloader/src/music_kraken/audio_source/sources/__init__.py", "Python", 0, 0, 0, 0, -1, -1
"/home/lars/Projects/music-downloader/src/music_kraken/audio_source/sources/local_files.py", "Python", -40, 0, 0, 0, -18, -58
"/home/lars/Projects/music-downloader/src/music_kraken/audio_source/sources/musify.py", "Python", -136, 0, 0, -9, -37, -182
"/home/lars/Projects/music-downloader/src/music_kraken/audio_source/sources/source.py", "Python", -11, 0, 0, -5, -8, -24
"/home/lars/Projects/music-downloader/src/music_kraken/audio_source/sources/youtube.py", "Python", -71, 0, 0, -4, -24, -99
"/home/lars/Projects/music-downloader/src/music_kraken/database/__init__.py", "Python", 6, 0, 0, -1, 1, 6
"/home/lars/Projects/music-downloader/src/music_kraken/database/database.py", "Python", 238, 0, 0, 10, 66, 314
"/home/lars/Projects/music-downloader/src/music_kraken/database/get_song.py", "Python", -40, 0, 0, -5, -11, -56
"/home/lars/Projects/music-downloader/src/music_kraken/database/new_database.py", "Python", -402, 0, 0, -110, -107, -619
"/home/lars/Projects/music-downloader/src/music_kraken/database/objects/__init__.py", "Python", 5, 0, 0, 0, 2, 7
"/home/lars/Projects/music-downloader/src/music_kraken/database/objects/formatted_text.py", "Python", 48, 0, 0, 57, 16, 121
"/home/lars/Projects/music-downloader/src/music_kraken/database/objects/metadata.py", "Python", 6, 0, 0, 16, 11, 33
"/home/lars/Projects/music-downloader/src/music_kraken/database/objects/parents.py", "Python", -6, 0, 0, 0, -4, -10
"/home/lars/Projects/music-downloader/src/music_kraken/database/objects/song.py", "Python", 65, 0, 0, 12, 9, 86
"/home/lars/Projects/music-downloader/src/music_kraken/database/objects/source.py", "Python", 70, 0, 0, 31, 28, 129
"/home/lars/Projects/music-downloader/src/music_kraken/database/song.py", "Python", -125, 0, 0, -20, -45, -190
"/home/lars/Projects/music-downloader/src/music_kraken/lyrics/__init__.py", "Python", 0, 0, 0, 0, -1, -1
"/home/lars/Projects/music-downloader/src/music_kraken/lyrics/genius.py", "Python", -115, 0, 0, -16, -42, -173
"/home/lars/Projects/music-downloader/src/music_kraken/lyrics/lyrics.py", "Python", -36, 0, 0, -25, -20, -81
"/home/lars/Projects/music-downloader/src/music_kraken/metadata/__init__.py", "Python", -6, 0, 0, 0, -2, -8
"/home/lars/Projects/music-downloader/src/music_kraken/metadata/metadata_fetch.py", "Python", -257, 0, 0, -24, -65, -346
"/home/lars/Projects/music-downloader/src/music_kraken/metadata/metadata_search.py", "Python", -253, 0, 0, -40, -72, -365
"/home/lars/Projects/music-downloader/src/music_kraken/metadata/sources/__init__.py", "Python", -3, 0, 0, 0, -2, -5
"/home/lars/Projects/music-downloader/src/music_kraken/metadata/sources/musicbrainz.py", "Python", -42, 0, 0, -6, -9, -57
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/__init__.py", "Python", 0, 0, 0, 0, 3, 3
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/fetch_audio.py", "Python", 75, 0, 0, 12, 20, 107
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/fetch_source.py", "Python", 54, 0, 0, 1, 16, 71
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/metadata/__init__.py", "Python", 6, 0, 0, 0, 2, 8
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/metadata/metadata_fetch.py", "Python", 257, 0, 0, 24, 65, 346
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/metadata/metadata_search.py", "Python", 253, 0, 0, 40, 72, 365
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/metadata/sources/__init__.py", "Python", 3, 0, 0, 0, 2, 5
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/metadata/sources/musicbrainz.py", "Python", 42, 0, 0, 6, 12, 60
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/sources/__init__.py", "Python", 0, 0, 0, 0, 1, 1
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/sources/genius.py", "Python", 115, 0, 0, 16, 42, 173
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/sources/local_files.py", "Python", 40, 0, 0, 0, 18, 58
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/sources/musify.py", "Python", 136, 0, 0, 9, 37, 182
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/sources/source.py", "Python", 11, 0, 0, 5, 8, 24
"/home/lars/Projects/music-downloader/src/music_kraken/not_used_anymore/sources/youtube.py", "Python", 71, 0, 0, 4, 24, 99
