,id,title,artist,album_artist,album,year,track,total_tracks
60,e6845d54-44da-48b4-9f63-b6bfc8656417,Ich will tanzen,['Feuerschwanz'],Feuerschwanz,Metvernichter,2009,3,16
61,0b6e3ab3-d156-4049-9c16-f2fe7e69b1b5,Hurra hurra die Pest ist da,['Feuerschwanz'],Feuerschwanz,Metvernichter,2009,4,16
62,1f087f15-eda6-442b-850d-eda517267a93,Vampir,['Feuerschwanz'],Feuerschwanz,Metvernichter,2009,5,16
63,e529db52-babc-4963-a21d-02d257be0d49,Schnaps und Schnecken,['Feuerschwanz'],Feuerschwanz,Metvernichter,2009,6,16
64,21315b2f-7a82-43d3-a83a-b96e3e27076e,Der Troll,['Feuerschwanz'],Feuerschwanz,Metvernichter,2009,7,16
65,d1b20fab-8ed1-47e4-9eef-43e7d3d33ae8,Für eine Nacht,['Feuerschwanz'],Feuerschwanz,Metvernichter,2009,8,16
66,f30e8ff2-916b-4cc1-ae15-5d8fcbdd0798,Schwanzonate,['Feuerschwanz'],Feuerschwanz,Metvernichter,2009,9,16
67,5ace15da-a7dd-4250-888a-3a4a96587e6c,Der Ekel,['Feuerschwanz'],Feuerschwanz,Metvernichter,2009,10,16
68,55748eb6-572b-4de0-94da-2acaba10a4ad,Ferdinand,['Feuerschwanz'],Feuerschwanz,Metvernichter,2009,11,16
69,47c0b137-d79e-4fe6-8d98-4efd00b3bdd9,Loreley,['Feuerschwanz'],Feuerschwanz,Metvernichter,2009,12,16
70,80101278-2beb-480a-b6d9-8ce0d2679d49,Falsche Rose,['Feuerschwanz'],Feuerschwanz,Metvernichter,2009,13,16
71,54dc3bc0-7cad-444c-8a1a-17f0af8d31e1,Zehn kleine Ritterlein,['Feuerschwanz'],Feuerschwanz,Metvernichter,2009,14,16
72,f529c597-6683-438c-8af1-864d01a8e8ba,Die einsame Träne,['Feuerschwanz'],Feuerschwanz,Metvernichter,2009,15,16
73,41d8e307-f02c-4412-8cb4-bc40205364c6,Am Feuer,['Feuerschwanz'],Feuerschwanz,Metvernichter,2009,16,16
74,e390b85d-f803-42ce-85e1-90271d48e55b,Es war einmal... (Teil 4),['Feuerschwanz'],Feuerschwanz,Wunsch ist Wunsch,2011,1,14
