,id,url
0,a2344e23-c1ce-452f-a90a-dc3781951f2c,https://musify.club/track/dl/896935/happy-days-nedslattheten.mp3
1,8597ab19-e81e-4426-8bad-955905cf5a5c,https://musify.club/track/dl/896936/happy-days-jeg-er-ikke-noe.mp3
2,66c4597e-11c5-4393-8806-91d044343e24,https://musify.club/track/dl/4351246/depressus-tiggeren-for-nei-barmhjertighet.mp3
3,c10f105e-5b0b-4b25-821c-f91cff864044,https://musify.club/track/dl/857847/see-train-muse-2016.mp3
4,b965eee6-194e-4d08-87ff-f00e0e0c19d2,https://musify.club/track/dl/63426/hot-cold.mp3
5,fc1ab878-1380-4838-91d8-d7b3c73bc06c,https://musify.club/track/dl/12226/all-ends.mp3
6,20277b27-8ea4-4d17-8081-4743960ba434,https://musify.club/track/dl/828171/reminitions-endless-suffering-2017.mp3
7,9f504424-f0e4-4fe9-a6d2-83c65aeaae30,https://musify.club/track/dl/799485/happy-days-introduksjon-og-doende.mp3
8,ab3f709c-ec37-42f0-92c4-446bddf7f7a6,https://musify.club/track/dl/785134/human-debris-welcome-to-a-world-of-debris-2011.mp3
9,2f4efdfa-19cb-46d3-8259-32fc4b06152c,https://musify.club/track/dl/1887508/undergang-evigt-lidende.mp3
10,e3aa59ed-4c1d-49bb-a83c-a09a1e75e830,https://musify.club/track/dl/601588/no-point-in-living.mp3
11,b0374bf2-13cc-42cf-aeb5-17297a9e25a4,https://musify.club/track/dl/799489/happy-days-dens-nettop-begonia.mp3
12,bcf68a7f-2302-4e08-ac7c-3eaeac7d0584,https://musify.club/track/dl/1184226/the-autumn-collection-vol-1-2011.mp3
13,c21036c2-b66c-4f95-9cca-a0b05d69f761,https://musify.club/track/dl/12470/trae-tha-truth.mp3
14,eec8a8bf-bd94-471b-ab47-c07747d153f0,https://musify.club/track/dl/632245/happy-days-hurt-destroyed-and-torn-theres-nothing-left.mp3
15,64bef366-8780-4de4-aa82-19e96d02b39e,https://musify.club/track/dl/22079/the-crazy-world-of-arthur-brown.mp3
16,e61a7dc0-e253-4a8f-80e0-5f1f52ff0512,https://musify.club/track/dl/377560/life-by-night.mp3
17,e634db0c-69b7-47ee-9288-a3d2a150bf76,https://musify.club/track/dl/30102/life-hates-me.mp3
18,ff363518-3dd4-4798-9919-0b0e01b51ae4,https://musify.club/track/dl/86195/trist-trnovy-labyrint-demo-unreleased-2006.mp3
19,6cc0019a-ec30-45dc-bc68-a952b8668f1f,https://musify.club/track/dl/38022/drowning-in-phemaldehyde.mp3
20,912acfe1-24b3-4ac7-b485-29329d8b58ce,https://musify.club/track/dl/10469/the-beginning-of-the-end.mp3
21,fb4e9732-3bef-4ad2-a18b-8bb2ce1a4411,https://musify.club/track/dl/35263/neglected-fields.mp3
22,9e3d5c2d-8e11-46a0-80f3-5c3a319a6424,https://musify.club/track/dl/1461333/arms-and-sleepers-hurry-slowly-2014.mp3
23,3382cdea-cf5a-4960-8b44-0ec1757d0f6e,https://musify.club/track/dl/473180/kinovia-snenia-2002.mp3
24,3844c3bc-8a62-4265-b4b1-686f5555f9ef,https://musify.club/track/dl/640093/years-of-denial.mp3
25,eab6c5fd-a1b3-4a49-aac8-bbdf205d906a,https://musify.club/track/dl/26755/my-own-grave.mp3
26,9020fec7-2d18-4310-a344-e94441b1ea1f,https://musify.club/track/dl/348511/soledad.mp3
27,590ddff0-26ee-4e02-b45d-97cf33fea7a6,https://musify.club/track/dl/63426/hot-cold.mp3
28,87133880-408e-4133-be9f-f15ae5affa4f,https://musify.club/track/dl/102360/my-dying-bride-god-is-alone-1991.mp3
29,ef2f2e62-5a61-4b99-b24c-d96ba101958e,https://musify.club/track/dl/76732/tom-petty-and-the-heartbreakers.mp3
30,05919a55-e0b9-493a-abd4-2b98609c4ea3,https://musify.club/track/dl/672315/clint-lowery-of-sevendust.mp3
31,2c52dc46-edcf-41bc-aea7-101b777d4109,https://musify.club/track/dl/20159/dont-let-go.mp3
32,c3229044-6041-4f1a-98ed-94f8a9bdb5f7,https://musify.club/track/dl/632332/happy-days-my-brutus.mp3
33,d8710ed0-76c4-4849-936c-988e77cdf929,https://musify.club/track/dl/366024/what-its-like-to-be-hostile.mp3
34,95e0d278-878f-4060-9b4c-5c90a1bf938e,https://musify.club/track/dl/632334/happy-days-sovnlose-netter-i-mitt-isolatr.mp3
35,0805c344-3747-4efe-9257-97e1a7d47674,https://musify.club/track/dl/138190/holding-on-and-letting-go.mp3
36,e6ce79f9-ef91-4846-8aa6-a0048173bc4c,https://musify.club/track/dl/385291/nothing-left-for-tomorrow.mp3
37,3f6105ae-2b7e-4e9c-9659-b769bdf328cf,https://musify.club/track/dl/297320/lord-dumpling-take-me-in-your-clan-as-possible-the-impossible.mp3
38,cd9f4fdb-45ac-4316-b8ac-c440e274c865,https://musify.club/track/dl/20159/dont-let-go.mp3
39,4f4448ed-c2cc-49f1-944a-26beb33e5282,https://musify.club/track/dl/632332/happy-days-my-brutus.mp3
40,4fc2fc4c-302d-4517-b76b-3a63f5d0a496,https://musify.club/track/dl/366024/what-its-like-to-be-hostile.mp3
41,cc12d2de-fe11-4f67-8fe2-1e41e14acc42,https://musify.club/track/dl/632334/happy-days-sovnlose-netter-i-mitt-isolatr.mp3
